Rank,Application ID,Applicant Name,Eligibility Status,Composite Score,S1_Registration_Track_Record_5% Score,S1_Registration_Track_Record_5% Reason,S2_Financial_Position_20% Score,S2_Financial_Position_20% Reason,S3_Market_Demand_Competitiveness_20% Score,S3_Market_Demand_Competitiveness_20% Reason,S4_Business_Proposal_Viability_25% Score,S4_Business_Proposal_Viability_25% Reason,S5_Value_Chain_Alignment_10% Score,S5_Value_Chain_Alignment_10% Reason,S6_Inclusivity_Sustainability_20% Score,S6_Inclusivity_Sustainability_20% Reason,Ineligibility Criterion Failed,Reason
11,Uasin Gishu_5BOQ,Moiben Youth Rural Savings and credit Cooperative Society limited,ELIGIBLE,76.00,5,Established in 2012 (13 years); Cooperative status.,5,"2024 Revenue: KES 1,223,832.00; Accounting system: Other.",2,B2B Sales: 0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Construction priority value chain.,5,Woman-owned enterprise,,
12,Uasin Gishu_MCSC,Elgeyo Border Farmers' Cooperative Society.,ELIGIBLE,72.00,5,Established in 1963 (62 years); Cooperative status.,5,"2024 Revenue: KES 6,433,015.00; Accounting system: Other.",5,B2B Sales: 82.0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Dairy priority value chain.,1,Limited evidence of inclusivity profile.,,
13,Uasin Gishu_4R96,QIAS PRODUCE,ELIGIBLE,71.00,4,Established in 2020 (5 years); Private Company status.,5,"2024 Revenue: KES 1,594,450.00; Accounting system: QuickBooks.",5,B2B Sales: 98.0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with other priority value chain.,1,Limited evidence of inclusivity profile.,,
14,Uasin Gishu_ELD4,OLENDU ELDERS COOPERATIVE SOCIETY,ELIGIBLE,71.00,4,Established in 2016 (9 years); Cooperative status.,5,"2024 Revenue: KES 10,000,000.00; Accounting system: None.",5,B2B Sales: 55.0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Construction priority value chain.,1,Limited evidence of inclusivity profile.,,
15,Uasin Gishu_WTP9,METAMETA MABATI,ELIGIBLE,71.00,4,Established in 2020 (5 years); Private Company status.,5,"2024 Revenue: KES 30,255,574.00; Accounting system: None.",5,B2B Sales: 60.0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Construction priority value chain.,1,Limited evidence of inclusivity profile.,,
16,Uasin Gishu_GX8L,ECHOING SAVANNAH MORSELS,ELIGIBLE,70.00,3,Established in 2023 (2 years); Private Company status.,5,"2024 Revenue: KES 2,500,000.00; Accounting system: Other.",5,B2B Sales: 95.0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with other priority value chain.,1,Limited evidence of inclusivity profile.,,
17,Uasin Gishu_3MTK,MOISOY FARMERS COOPERATIVE UNION LIMITED,ELIGIBLE,67.00,4,Established in 2018 (7 years); Cooperative status.,4,"2024 Revenue: KES 952,582.00; Accounting system: None.",5,B2B Sales: 99.0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with other priority value chain.,1,Limited evidence of inclusivity profile.,,
18,Uasin Gishu_LWH2,D-SQUARE OFFICIAL WEAR LIMITED,ELIGIBLE,63.00,4,Established in 2018 (7 years); Private Company status.,5,"2024 Revenue: KES 9,000,000.00; Accounting system: Other.",3,B2B Sales: 15.0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Textiles priority value chain.,1,Limited evidence of inclusivity profile.,,
19,Uasin Gishu_VJLT,Keiyo Housing Co-operative society Limited,ELIGIBLE,60.00,5,Established in 1985 (40 years); Cooperative status.,5,"2024 Revenue: KES 14,400,000.00; Accounting system: QuickBooks.",2,B2B Sales: 0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with other priority value chain.,1,Limited evidence of inclusivity profile.,,
20,Uasin Gishu_J00E,KERAP CONSTRUCTION LIMITED,ELIGIBLE,60.00,1,Established in 2025 (0 years); Private Company status.,2,2024 Revenue: KES 0.00; Accounting system: Other.,2,B2B Sales: 0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Construction priority value chain.,5,Woman-owned enterprise,,
21,Uasin Gishu_QCWL,GREENWELL DAIRY FARMERS CO-OPERATIVE SOCIETY LIMITED,ELIGIBLE,59.00,4,Established in 2016 (9 years); Cooperative status.,5,"2024 Revenue: KES 1,687,725.00; Accounting system: None.",2,B2B Sales: 0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Dairy priority value chain.,1,Limited evidence of inclusivity profile.,,
,Uasin Gishu_BJI5,KAPTAIT FARMERS COOPERATIVE SOCIETY LIMITED,INELIGIBLE,0.00,,,,,,,,,,,,,E4,No financial evidence (Bank/Mpesa) attached.
