Rank,Application ID,Applicant Name,Eligibility Status,Composite Score,S1_Registration_Track_Record_5% Score,S1_Registration_Track_Record_5% Reason,S2_Financial_Position_20% Score,S2_Financial_Position_20% Reason,S3_Market_Demand_Competitiveness_20% Score,S3_Market_Demand_Competitiveness_20% Reason,S4_Business_Proposal_Viability_25% Score,S4_Business_Proposal_Viability_25% Reason,S5_Value_Chain_Alignment_10% Score,S5_Value_Chain_Alignment_10% Reason,S6_Inclusivity_Sustainability_20% Score,S6_Inclusivity_Sustainability_20% Reason,Ineligibility Criterion Failed,Reason
11,Mombasa_FMJQ,JEMINE,ELIGIBLE,71.00,4,Established in 2020 (5 years); Other status.,4,"2024 Revenue: KES 620,000.00; Accounting system: None.",2,B2B Sales: 0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Construction priority value chain.,5,Woman-owned enterprise,,
12,Mombasa_QG42,Mac supremacy enterprise Ltd,ELIGIBLE,70.00,3,Established in 2023 (2 years); Private Company status.,5,"2024 Revenue: KES 7,680,000.00; Accounting system: None.",5,B2B Sales: 100.0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Blue Economy priority value chain.,1,Limited evidence of inclusivity profile.,,
13,Mombasa_Q3KR,Skaytake Enterprise,ELIGIBLE,70.00,3,Established in 2023 (2 years); Other status.,2,"2024 Revenue: KES 100,000.00; Accounting system: None.",4,B2B Sales: 30.0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Blue Economy priority value chain.,5,Woman-owned enterprise,,
14,Mombasa_KZRG,SKAYTAKE ENTERPRISES,ELIGIBLE,70.00,3,Established in 2023 (2 years); Other status.,2,"2024 Revenue: KES 100,000.00; Accounting system: None.",4,B2B Sales: 30.0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Blue Economy priority value chain.,5,Woman-owned enterprise,,
15,Mombasa_UOXY,ZAKHARASMA WELFARE GROUP,ELIGIBLE,68.00,5,Established in 2015 (10 years); Other status.,3,"2024 Revenue: KES 5,000.00; Accounting system: QuickBooks.",2,B2B Sales: 0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Edible Oils priority value chain.,5,Woman-owned enterprise,,
16,Mombasa_EZRC,JOMVU WOMEN IN FISHERIES AND CULTURAL SELF HELP GROUP,ELIGIBLE,66.00,3,Established in 2021 (4 years); Other status.,3,"2024 Revenue: KES 24,813.00; Accounting system: Other.",2,B2B Sales: 0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Blue Economy priority value chain.,5,Woman-owned enterprise,,
17,Mombasa_EHUQ,Majengo Muslim Women Group,ELIGIBLE,64.00,5,Established in 2007 (18 years); Other status.,2,"2024 Revenue: KES 84,000.00; Accounting system: None.",2,B2B Sales: 0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Edible Oils priority value chain.,5,Woman-owned enterprise,,
18,Mombasa_TLGX,AKAMBA HANDICRAFT INDUSTRY CO-OPERATIVE SOCIETY LIMITED,ELIGIBLE,60.00,5,Established in 1963 (62 years); Cooperative status.,5,"2024 Revenue: KES 15,139,426.00; Accounting system: None.",2,B2B Sales: 0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with other priority value chain.,1,Limited evidence of inclusivity profile.,,
19,Mombasa_GYBY,Keyop,ELIGIBLE,47.00,4,Established in 2018 (7 years); MSME Association status.,2,"2024 Revenue: KES 50,000.00; Accounting system: None.",2,B2B Sales: 0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with other priority value chain.,1,Limited evidence of inclusivity profile.,,
,Mombasa_AYXM,YOUTH AGENDA INTERNATIONAL C.B.O,INELIGIBLE,0.00,,,,,,,,,,,,,E4,No financial evidence (Bank/Mpesa) attached.
