Rank,Application ID,Applicant Name,Eligibility Status,Composite Score,S1_Registration_Track_Record_5% Score,S1_Registration_Track_Record_5% Reason,S2_Financial_Position_20% Score,S2_Financial_Position_20% Reason,S3_Market_Demand_Competitiveness_20% Score,S3_Market_Demand_Competitiveness_20% Reason,S4_Business_Proposal_Viability_25% Score,S4_Business_Proposal_Viability_25% Reason,S5_Value_Chain_Alignment_10% Score,S5_Value_Chain_Alignment_10% Reason,S6_Inclusivity_Sustainability_20% Score,S6_Inclusivity_Sustainability_20% Reason,Ineligibility Criterion Failed,Reason
11,Kisii_NTBO,KISII COUNTY BANANA PRODUCTION AND MARKETING COOPERATIVE SOCIETY LTD,ELIGIBLE,75.00,4,Established in 2016 (9 years); Cooperative status.,4,"2024 Revenue: KES 855,600.00; Accounting system: None.",3,B2B Sales: 15.0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with other priority value chain.,5,Woman-owned enterprise,,
12,Kisii_O1HA,SUNEKA JUA KALI ASSOCIATION,ELIGIBLE,72.00,5,Established in 2009 (16 years); MSME Association status.,3,"2024 Revenue: KES 20,000.00; Accounting system: QuickBooks.",3,B2B Sales: 5.0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Leather priority value chain.,5,Woman-owned enterprise,,
13,Kisii_GASS,GUSII COFFEE FARMERS CO-OPERATIVE SOCIETY LIMITED,ELIGIBLE,72.00,5,Established in 1950 (75 years); Cooperative status.,5,"2024 Revenue: KES 78,321,985.00; Accounting system: QuickBooks.",5,B2B Sales: 98.0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Coffee priority value chain.,1,Limited evidence of inclusivity profile.,,
14,Kisii_O0IZ,Nyamosongo Co-operative Society Ltd,ELIGIBLE,72.00,5,Established in 1961 (64 years); Cooperative status.,5,"2024 Revenue: KES 12,761,166.00; Accounting system: QuickBooks.",5,B2B Sales: 100.0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Coffee priority value chain.,1,Limited evidence of inclusivity profile.,,
15,Kisii_9PJU,NYAGUTA FARMERS CO-OPERATIVE SOCIETY LIMITED,ELIGIBLE,72.00,5,Established in 1953 (72 years); Cooperative status.,5,"2024 Revenue: KES 28,108,465.00; Accounting system: Other.",5,B2B Sales: 90.0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Coffee priority value chain.,1,Limited evidence of inclusivity profile.,,
16,Kisii_HKO1,CEJO ENTERPRISE,ELIGIBLE,71.00,4,Established in 2018 (7 years); Private Company status.,5,"2024 Revenue: KES 8,000,000.00; Accounting system: QuickBooks.",5,B2B Sales: 70.0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Textiles priority value chain.,1,Limited evidence of inclusivity profile.,,
17,Kisii_WGWM,Company,ELIGIBLE,70.00,3,Established in 2023 (2 years); Other status.,4,"2024 Revenue: KES 457,000.00; Accounting system: Other.",2,B2B Sales: 0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Edible Oils priority value chain.,5,Woman-owned enterprise,,
18,Kisii_AD4Z,TABAKA SOAPSTONE JUA KALI ASSOCIATION,ELIGIBLE,64.00,5,Established in 2002 (23 years); MSME Association status.,4,"2024 Revenue: KES 170,000.00; Accounting system: QuickBooks.",4,B2B Sales: 50.0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with minerals priority value chain.,1,Limited evidence of inclusivity profile.,,
19,Kisii_WBSG,NYAMARAMBE SAFE MILK HANDLING COOPERATIVE SOCIETY,ELIGIBLE,58.00,3,Established in 2023 (2 years); Cooperative status.,5,"2024 Revenue: KES 4,190,400.00; Accounting system: None.",2,B2B Sales: 0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Dairy priority value chain.,1,Limited evidence of inclusivity profile.,,
20,Kisii_X56G,kisii south dairy farmers cooperatve society ltd,ELIGIBLE,56.00,5,Established in 2001 (24 years); Cooperative status.,4,"2024 Revenue: KES 251,400.00; Accounting system: Other.",2,B2B Sales: 0%; Market strategy reported.,3,Structured expansion plans provided,4,Aligned with Dairy priority value chain.,1,Limited evidence of inclusivity profile.,,
,Kisii_VZUO,NYATURUBO FARMERS CO-OPERATIVE SOCIETY LIMITED,INELIGIBLE,0.00,,,,,,,,,,,,,E4,No financial evidence (Bank/Mpesa) attached.
