Rank,Application ID,Applicant Name,Eligibility Status,Composite Score,S1_Registration_Track_Record_5% Score,S1_Registration_Track_Record_5% Reason,S2_Financial_Position_20% Score,S2_Financial_Position_20% Reason,S3_Market_Demand_Competitiveness_20% Score,S3_Market_Demand_Competitiveness_20% Reason,S4_Business_Proposal_Viability_25% Score,S4_Business_Proposal_Viability_25% Reason,S5_Value_Chain_Alignment_10% Score,S5_Value_Chain_Alignment_10% Reason,S6_Inclusivity_Sustainability_20% Score,S6_Inclusivity_Sustainability_20% Reason,Ineligibility Criterion Failed,Reason
11,Nairobi_LNBR,SINAI INDUSTRIES LTD,ELIGIBLE,80.60,4.1,Established in 2022 (3 years); Private Company status.,5.0,"2024 Revenue: KES 60,000,000.00; Accounting system: Other.",5.0,B2B Sales: 70.0%; Market strategy reported.,3.7,Structured expansion plans provided,5.0,Aligned with Construction priority value chain.,2.0,Limited evidence of inclusivity profile.,,
12,Nairobi_EG7T,KAMANDU EA ENTERPRISES,ELIGIBLE,80.40,5.0,Established in 2013 (12 years); Private Company status.,5.0,"2024 Revenue: KES 42,937,560.00; Accounting system: QuickBooks.",3.9,B2B Sales: 23.0%; Market strategy reported.,3.4,Structured expansion plans provided,5.0,Aligned with Construction priority value chain.,3.2,Limited evidence of inclusivity profile.,,
13,Nairobi_IXUS,ARTCOM ENTERPRISE LIMITED,ELIGIBLE,79.90,4.2,Established in 2021 (4 years); Private Company status.,3.3,"2024 Revenue: KES 1,200,000.00; Accounting system: None.",5.0,B2B Sales: 90.0%; Market strategy reported.,3.7,Structured expansion plans provided,5.0,Aligned with Edible Oils priority value chain.,3.5,Limited evidence of inclusivity profile.,,
14,Nairobi_T8JC,ARANI LUXURY GOODS LIMITED,ELIGIBLE,77.70,4.7,Established in 2020 (5 years); Private Company status.,3.3,"2024 Revenue: KES 1,500,000.00; Accounting system: None.",4.9,B2B Sales: 50.0%; Market strategy reported.,3.4,Structured expansion plans provided,5.0,Aligned with Leather priority value chain.,3.3,Limited evidence of inclusivity profile.,,
15,Nairobi_NUJX,Wow! Kraft Ltd,ELIGIBLE,77.70,4.2,Established in 2022 (3 years); Private Company status.,3.8,"2024 Revenue: KES 4,625,184.00; Accounting system: None.",5.0,B2B Sales: 60.0%; Market strategy reported.,3.5,Structured expansion plans provided,3.8,Aligned with other priority value chain.,3.3,Limited evidence of inclusivity profile.,,
16,Nairobi_SQPO,ALMUN POWER SERVICES LIMITED,ELIGIBLE,74.80,5.0,Established in 2007 (18 years); Private Company status.,3.8,"2024 Revenue: KES 4,200,000.00; Accounting system: None.",5.0,B2B Sales: 40.0%; Market strategy reported.,3.4,Structured expansion plans provided,5.0,Aligned with Textiles priority value chain.,1.9,Limited evidence of inclusivity profile.,,
17,Nairobi_1JDH,GREAT6 SELF HELP GROUP,ELIGIBLE,73.70,3.3,Established in 2023 (2 years); Other status.,2.7,"2024 Revenue: KES 180,000.00; Accounting system: Other.",5.0,B2B Sales: 85.0%; Market strategy reported.,3.6,Structured expansion plans provided,3.8,Aligned with other priority value chain.,3.5,Limited evidence of inclusivity profile.,,
18,Nairobi_V1Y8,APPLEGATE WELFARE SELF HELP GROUP,ELIGIBLE,71.20,3.4,Established in 2023 (2 years); Other status.,2.7,"2024 Revenue: KES 67,000.00; Accounting system: Sage.",4.9,B2B Sales: 50.0%; Market strategy reported.,3.4,Structured expansion plans provided,3.8,Aligned with other priority value chain.,3.2,Limited evidence of inclusivity profile.,,
19,Nairobi_DEWI,ALOE FLORA PRODUCTS LTD,ELIGIBLE,70.90,4.1,Established in 2022 (3 years); Private Company status.,2.7,"2024 Revenue: KES 100,000.00; Accounting system: Other.",4.1,B2B Sales: 20.0%; Market strategy reported.,3.6,Structured expansion plans provided,3.8,Aligned with Coffee priority value chain.,3.5,Limited evidence of inclusivity profile.,,
20,Nairobi_OAUP,E-MOTO LIMITED,ELIGIBLE,70.90,5.0,Established in 2018 (7 years); Private Company status.,1.7,2024 Revenue: KES 0.00; Accounting system: QuickBooks.,5.0,B2B Sales: 50.0%; Market strategy reported.,3.5,Structured expansion plans provided,3.8,Aligned with other priority value chain.,3.5,Limited evidence of inclusivity profile.,,
21,Nairobi_17AB,Creative Kigen Consulting Ltd,ELIGIBLE,68.00,3.8,Established in 2021 (4 years); Other status.,3.2,"2024 Revenue: KES 800,000.00; Accounting system: Zoho Books.",5.0,B2B Sales: 80.0%; Market strategy reported.,3.4,Structured expansion plans provided,3.8,Aligned with other priority value chain.,1.7,Limited evidence of inclusivity profile.,,
22,Nairobi_JB0Y,Inua Vijana,ELIGIBLE,68.00,3.3,Established in 2023 (2 years); MSME Association status.,2.7,"2024 Revenue: KES 130,000.00; Accounting system: QuickBooks.",3.9,B2B Sales: 20.0%; Market strategy reported.,3.5,Structured expansion plans provided,3.8,Aligned with Coffee priority value chain.,3.3,Limited evidence of inclusivity profile.,,
23,Nairobi_9OZ1,House Managers Agencies Association,ELIGIBLE,66.70,1.9,Established in 2024 (1 years); MSME Association status.,2.3,"2024 Revenue: KES 50,000.00; Accounting system: None.",4.0,B2B Sales: 20.0%; Market strategy reported.,3.6,Structured expansion plans provided,3.8,Aligned with other priority value chain.,3.5,Limited evidence of inclusivity profile.,,
24,Nairobi_TAGT,Jofad Montessori School,ELIGIBLE,66.40,4.2,Established in 2022 (3 years); Private Company status.,3.8,"2024 Revenue: KES 3,500,000.00; Accounting system: None.",2.4,B2B Sales: 0.0%; Market strategy reported.,3.4,Structured expansion plans provided,3.8,Aligned with other priority value chain.,3.2,Limited evidence of inclusivity profile.,,
25,Nairobi_XCVP,BILIFE KENYA LIMITED,ELIGIBLE,65.60,2.2,Established in 2024 (1 years); Private Company status.,2.3,"2024 Revenue: KES 200,000.00; Accounting system: None.",5.0,B2B Sales: 90.0%; Market strategy reported.,3.4,Structured expansion plans provided,5.0,Aligned with Edible Oils priority value chain.,1.8,Limited evidence of inclusivity profile.,,
26,Nairobi_M4YZ,Nairobi,ELIGIBLE,64.30,2.1,Established in 2024 (1 years); Private Company status.,2.7,"2024 Revenue: KES 45,000.00; Accounting system: QuickBooks.",5.0,B2B Sales: 90.0%; Market strategy reported.,3.4,Structured expansion plans provided,3.8,Aligned with other priority value chain.,1.7,Limited evidence of inclusivity profile.,,
27,Nairobi_ULLH,Swift slum integrator Mathare,ELIGIBLE,62.70,4.8,Established in 2017 (8 years); Other status.,2.3,"2024 Revenue: KES 80,000.00; Accounting system: None.",3.9,B2B Sales: 20.0%; Market strategy reported.,3.5,Structured expansion plans provided,3.8,Aligned with other priority value chain.,2.0,Limited evidence of inclusivity profile.,,
28,Nairobi_PQXR,Monarda Fresh,ELIGIBLE,62.00,2.1,Established in 2025 (0 years); Private Company status.,2.7,"2024 Revenue: KES 100,000.00; Accounting system: QuickBooks.",2.5,B2B Sales: 0.0%; Market strategy reported.,3.5,Structured expansion plans provided,3.8,Aligned with Coffee priority value chain.,3.5,Limited evidence of inclusivity profile.,,
29,Nairobi_KEVV,BETHEL FELLOWSHIP GROUP,ELIGIBLE,59.80,5.0,Established in 2014 (11 years); Other status.,2.7,"2024 Revenue: KES 150,000.00; Accounting system: QuickBooks.",2.6,B2B Sales: 0.0%; Market strategy reported.,3.6,Structured expansion plans provided,3.8,Aligned with other priority value chain.,2.0,Limited evidence of inclusivity profile.,,
30,Nairobi_4ZG1,GEOBLUE ENGINEERING AND SUPPLIES LIMITED,ELIGIBLE,59.60,3.6,Established in 2023 (2 years); Private Company status.,1.7,2024 Revenue: KES 0.00; Accounting system: QuickBooks.,2.5,B2B Sales: 0.0%; Market strategy reported.,3.6,Structured expansion plans provided,3.8,Aligned with other priority value chain.,3.4,Limited evidence of inclusivity profile.,,
31,Nairobi_LFNL,GUIDERS ARTISAN SHG,ELIGIBLE,56.40,3.8,Established in 2022 (3 years); MSME Association status.,2.3,"2024 Revenue: KES 330,000.00; Accounting system: None.",2.4,B2B Sales: 0.0%; Market strategy reported.,3.4,Structured expansion plans provided,5.0,Aligned with Blue Economy priority value chain.,1.7,Limited evidence of inclusivity profile.,,
,Nairobi_UVHU,KAMU SACCO,INELIGIBLE,0.00,,,,,,,,,,,,,E4,No financial evidence (Bank/Mpesa) attached.
,Nairobi_D8ES,BUNNY HOPS YOUTH FOUNDATION,INELIGIBLE,0.00,,,,,,,,,,,,,E4,No financial evidence (Bank/Mpesa) attached.
,Nairobi_NKA5,Champion Products Distributors LTD,INELIGIBLE,0.00,,,,,,,,,,,,,E4,No financial evidence (Bank/Mpesa) attached.
